customerid,loanamount,totaldue,termdays,totalamountreturn,interestrate
8a858f9158aff6a30158b5f2ff887585,20000.0,22250.0,15,2250.0,10.112359550561797
8a858f975c4582c4015c550ee4925686,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f995a4762a5015a4c25b0ea01c3,20000.0,24500.0,30,4500.0,18.367346938775512
8a858fa45bd95e9a015be131cdec35a8,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fae5b49223f015b499e1cf9485b,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fb15b34a708015b350c4a1a58d2,20000.0,24500.0,30,4500.0,18.367346938775512
8a858fba5cd5feee015cda4f0fa423b4,10000.0,11500.0,15,1500.0,13.043478260869565
8a858fc55b2fde30015b30c9256b43fd,20000.0,24500.0,30,4500.0,18.367346938775512
8a858fcb5ca240f7015ca64a71fa1951,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fd45a4260bc015a42ac9e89278d,20000.0,24500.0,30,4500.0,18.367346938775512
8a858fd95c3b5bca015c3fcc0b374c3e,10000.0,13000.0,30,3000.0,23.076923076923077
8a85882953bc04f80153c205b75d7403,40000.0,48000.0,60,8000.0,16.666666666666664
8a8588dc536a14130153753dc8d32698,40000.0,44000.0,30,4000.0,9.090909090909092
8a8588fd53c244bc0153c8305ea7338f,20000.0,22250.0,15,2250.0,10.112359550561797
8a85895054a061920154a909b1a76c1d,30000.0,34500.0,30,4500.0,13.043478260869565
8a8589b953bc23f70153c90114817143,30000.0,39000.0,60,9000.0,23.076923076923077
8a858e02578f616401579484a4963345,30000.0,34500.0,30,4500.0,13.043478260869565
8a858e0b5cfa2028015d092b47e27e30,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e1556321b940156548b9ca970a6,40000.0,48000.0,60,8000.0,16.666666666666664
8a858e195b90e512015ba0eb4eed5ef5,20000.0,24500.0,30,4500.0,18.367346938775512
8a858e205af28299015af50a799745c5,30000.0,39000.0,60,9000.0,23.076923076923077
8a858e2e5bb57a37015bbe1b8d6d3830,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e3559080830015923412dd84294,40000.0,44000.0,30,4000.0,9.090909090909092
8a858e3e5b3ee747015b3f0409012b7f,30000.0,39000.0,60,9000.0,23.076923076923077
8a858e4a5cac6f81015cad78a648389f,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e575bf80f73015bfbc59df93401,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e625c8d993a015c95e7ced318df,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e655a047d1a015a12bb060936ff,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e6e55c554c20155c6d8e2925c62,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e785acd3412015acd7bdec42d4f,30000.0,34500.0,30,4500.0,13.043478260869565
8a858e875c63d395015c74bdfd343206,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e8d56adbdae0156b30248fe3104,20000.0,24500.0,30,4500.0,18.367346938775512
8a858e985885ff6d01589211d7c01088,20000.0,24500.0,30,4500.0,18.367346938775512
8a858ea15ca2565c015ca6ed24977b5e,10000.0,13000.0,30,3000.0,23.076923076923077
8a858eaa55a0b8ae0155bab849c616a1,10000.0,13000.0,30,3000.0,23.076923076923077
8a858eb4596ff919015974a667560a89,30000.0,34500.0,30,4500.0,13.043478260869565
8a858ec55b441639015b444e78b7361f,10000.0,11125.0,15,1125.0,10.112359550561797
8a858ece5b0142e3015b0a3a7f183339,20000.0,24500.0,30,4500.0,18.367346938775512
8a858eda552adcc20155307212b55ac2,30000.0,34500.0,30,4500.0,13.043478260869565
8a858ee454da1cbd0154e2796fba7142,30000.0,34500.0,30,4500.0,13.043478260869565
8a858ee65a8401a1015a8447d2ac1cf2,20000.0,24500.0,30,4500.0,18.367346938775512
8a858eef5554890501555868a7475f44,15000.0,16687.5,15,1687.5,10.112359550561797
8a858eff55a090650155a13892552a0b,10000.0,11500.0,15,1500.0,13.043478260869565
8a858f0656b7820c0156c3e3a61c1d33,50000.0,52500.0,30,2500.0,4.761904761904762
8a858f0f5bfd79d2015c0331ce3378fe,10000.0,11500.0,15,1500.0,13.043478260869565
8a858f1f587161850158742ebbce53d8,30000.0,34500.0,30,4500.0,13.043478260869565
8a858f275c451af5015c49a2c43b5fb2,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f305cb1ec4e015cb215f0500a8d,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f375cef1cbc015ceff67d505f59,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f425b85835d015b85bfe40538db,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f495c5973ce015c59c5f099417c,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f54589736f401589857085e3b5b,40000.0,44000.0,30,4000.0,9.090909090909092
8a858f585bfd6341015c03694f85158f,10000.0,11500.0,15,1500.0,13.043478260869565
8a858f5e5cf45779015cf47ed8db1872,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f665c45930d015c54a24fdc1f6c,10000.0,11500.0,15,1500.0,13.043478260869565
8a858f6f5b3f095b015b4083532532a0,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f7a5ca22d3c015ca24d01461879,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f8d5cc56f9a015cc57e769908ac,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f965bb63a25015bc22b915e62f1,20000.0,22250.0,15,2250.0,10.112359550561797
8a858f985b80ab2c015b81098b8f2c2e,20000.0,24500.0,30,4500.0,18.367346938775512
8a858fa15c8ceaaa015c8d79c65f4f86,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fa95b631878015b6401c15973f3,10000.0,11500.0,15,1500.0,13.043478260869565
8a858faf56b7821c0156b93cd62a6275,40000.0,48000.0,60,8000.0,16.666666666666664
8a858fb45b3eef19015b3fa969390cd3,20000.0,22250.0,15,2250.0,10.112359550561797
8a858fbd5cd6054a015ce82aa3914088,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fca5c830943015c835e839e33a5,10000.0,11500.0,15,1500.0,13.043478260869565
8a858fcf5591c5cf015597c298cb15d9,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fd55c45ba15015c4f06ea176506,10000.0,11500.0,15,1500.0,13.043478260869565
8a858fdf5bf85f71015bfc1f51f9690a,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fea5b391cd7015b3936e1ca25c8,20000.0,24500.0,30,4500.0,18.367346938775512
8a858ff45be92ea2015be98bc2162c96,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ffb5b350b52015b352574d219d9,20000.0,24500.0,30,4500.0,18.367346938775512
8a8589a453bc422d0153c993db2604b6,40000.0,44000.0,30,4000.0,9.090909090909092
8a858e275c7ea5ec015c82482d7c3996,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e885b68546c015b6cb377c12140,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ee65be8d42d015bea072bee5936,20000.0,24500.0,30,4500.0,18.367346938775512
8a858f3455a0d8070155c5fee7cc0a6d,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f7e5c69a6e3015c69b6aba2072e,10000.0,11500.0,15,1500.0,13.043478260869565
8a858fd25c5a5bc7015c5b63cb92393a,10000.0,13000.0,30,3000.0,23.076923076923077
8a1edbf14734127f0147356fdb1b1eb2,10000.0,11500.0,15,1500.0,13.043478260869565
8a85884e54a0565b0154ba3fa6c72e7e,10000.0,11500.0,15,1500.0,13.043478260869565
8a8588f754a058cb0154b3b507dc1abe,30000.0,34500.0,30,4500.0,13.043478260869565
8a85892e5425ad2001542d2827756546,20000.0,24500.0,30,4500.0,18.367346938775512
8a8589b953d0be470153d0e6e1490a90,50000.0,52500.0,30,2500.0,4.761904761904762
8a858e0458d4ac3d0158dd57e64e736c,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e0d59b7438d0159b7e0aa7533cd,30000.0,34500.0,30,4500.0,13.043478260869565
8a858e1556321b9401564c8d8e8144d8,20000.0,22250.0,15,2250.0,10.112359550561797
8a858e225c404292015c4419d23d04f8,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e3654e2a82401550631bfcd571d,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e445add19b4015addc433723178,30000.0,39000.0,60,9000.0,23.076923076923077
8a858e5b5bd99460015bd9e9ee2e18f4,20000.0,21750.0,15,1750.0,8.045977011494253
8a858e615c832be8015c83b1cd532bb9,10000.0,11500.0,15,1500.0,13.043478260869565
8a858e69566ae5b801567378795b7add,20000.0,24500.0,30,4500.0,18.367346938775512
8a858e6e55c554c20155d574b4596645,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e725b3424d2015b3427a76103d2,10000.0,12250.0,30,2250.0,18.367346938775512
8a858e845accb4f9015accdccf761e20,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e9156e137c601570b2f414c4258,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ea35a28b88b015a3be970e0681d,20000.0,24500.0,30,4500.0,18.367346938775512
8a858eac5c451942015c58ac70523824,10000.0,13000.0,30,3000.0,23.076923076923077
8a858eb95b3ed48c015b4034cc273ab2,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ebd5b254c8b015b2fd8dafc7cee,30000.0,34500.0,30,4500.0,13.043478260869565
8a858ec65c123dfb015c150e513455db,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ed25ba09f98015ba3f2c69e6d69,10000.0,11500.0,15,1500.0,13.043478260869565
8a858ed55bafadc7015bb15979d1553e,15000.0,18375.0,30,3375.0,18.367346938775512
8a858eda5c8863ff015c911534db43b8,10000.0,11500.0,15,1500.0,13.043478260869565
8a858ee0560bc07701561391bb845623,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ee55cb156e6015cbb9fb27c2ad1,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ef258d4a48b0158e998c5794c1c,30000.0,34500.0,30,4500.0,13.043478260869565
8a858eff55a090650155b7b1624119ab,10000.0,11500.0,15,1500.0,13.043478260869565
8a858f065b1fe50a015b200b42462585,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f0d58a18ebc0158ab6deec27309,30000.0,39000.0,60,9000.0,23.076923076923077
8a858f13556665aa01556dbccd6e1a20,40000.0,44000.0,30,4000.0,9.090909090909092
8a858f1e5aec5791015aecbc59413486,10000.0,11500.0,15,1500.0,13.043478260869565
8a858f265b5c418f015b5c58effa1a88,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f2756cec0a30156e2d4cea415a3,30000.0,39000.0,60,9000.0,23.076923076923077
8a858f2d5853901a01586382639065c7,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f315ccb979d015ccf98ddd4661f,10000.0,11500.0,15,1500.0,13.043478260869565
8a858f3d5add42e2015ae9ab7c277132,30000.0,34500.0,30,4500.0,13.043478260869565
8a858f465668e3d601566ad583100ef5,30000.0,34500.0,30,4500.0,13.043478260869565
8a858f545908094b01591185749d6f25,20000.0,24500.0,30,4500.0,18.367346938775512
8a858f595ccb6f86015cced9f57a03d6,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f60562378450156250366f10f86,30000.0,34500.0,30,4500.0,13.043478260869565
8a858f6e5cb16eb9015cbb1fb520374d,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f7958b0a4a80158b47fb32010f3,40000.0,44000.0,30,4000.0,9.090909090909092
8a858f7e5c213ef4015c21ca37fb3888,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f93572e873c01574753c9513a4e,20000.0,24500.0,30,4500.0,18.367346938775512
8a858f975c4582c4015c4e5295c66873,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f9d5668e3f101566fb7494822f9,30000.0,34500.0,30,4500.0,13.043478260869565
8a858fe45cd62cbf015cdfb7b59f05f4,10000.0,11000.0,15,1000.0,9.090909090909092
8a858fec5ceec886015ceee4a2ab15ac,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ff8582fcb8601583e9ee74e1732,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ffd5c8d343d015c97cecd270cb5,10000.0,11500.0,15,1500.0,13.043478260869565
8a858e105bd92644015be762bf10576f,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e675c3fe0a1015c417e73085191,20000.0,22250.0,15,2250.0,10.112359550561797
8a858ed1594a282f01594a4d14f50a58,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f095c3b2c30015c3b5964a111df,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f5f5b39bb0c015b3b298dd1358b,10000.0,11500.0,15,1500.0,13.043478260869565
8a858f9c57f74b1d0157f753c181047e,30000.0,34500.0,30,4500.0,13.043478260869565
8a858fe25ab3f041015ab51fc3c44cbd,10000.0,13000.0,30,3000.0,23.076923076923077
8a8189d152443f820152443f89500001,20000.0,24500.0,30,4500.0,18.367346938775512
8a8588b754517d800154555019c36231,10000.0,11500.0,15,1500.0,13.043478260869565
8a8589045384bd8301539e05b3d35023,50000.0,52500.0,30,2500.0,4.761904761904762
8a858953548fb0c001549b31ac5f6dda,10000.0,11000.0,30,1000.0,9.090909090909092
8a858e0156b782a10156b8e131824d39,10000.0,11500.0,30,1500.0,13.043478260869565
8a858e065ccb8bc0015ccc9d8c2532cb,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e0f5c45466f015c546652e81026,10000.0,11500.0,15,1500.0,13.043478260869565
8a858e195b90e512015b9312936863cf,20000.0,24500.0,30,4500.0,18.367346938775512
8a858e2e5bb57a37015bc8ff494a1089,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e3a54e337020154fda980777859,20000.0,24500.0,30,4500.0,18.367346938775512
8a858e4b5cb1e4d7015cbbde80436cf1,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e5d57518f4601576a5b604c4adf,10000.0,11500.0,15,1500.0,13.043478260869565
8a858e64590ae20001590c511d9b0cdf,10000.0,11500.0,15,1500.0,13.043478260869565
8a858e695d1e075c015d211df3354b8e,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e705668e1670156810ee20960b7,30000.0,34500.0,30,4500.0,13.043478260869565
8a858e785c8d9167015c9b35e2411165,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e8d56b784480156b7d232f723a8,30000.0,39000.0,60,9000.0,23.076923076923077
8a858e9b5bcf8546015bcfaf5b680756,10000.0,11500.0,15,1500.0,13.043478260869565
8a858ea45c109201015c10d210791b14,10000.0,11500.0,15,1500.0,13.043478260869565
8a858eb85886bdc30158acf926932eda,10000.0,13000.0,30,3000.0,23.076923076923077
8a858eba5c884d2a015c8c4c58c5088a,10000.0,11500.0,15,1500.0,13.043478260869565
8a858ec45577f83e01557eaf9f0b1f4c,10000.0,11500.0,15,1500.0,13.043478260869565
8a858ec95afc0922015affaaf5992c1a,15000.0,18375.0,30,3375.0,18.367346938775512
8a858ed45becf685015bed6fceb6498b,20000.0,24500.0,30,4500.0,18.367346938775512
8a858eda552adcc2015559532234110a,30000.0,39000.0,60,9000.0,23.076923076923077
8a858edb5bd936e4015be394167c4698,20000.0,24500.0,30,4500.0,18.367346938775512
8a858ee45b62dadc015b660294b5292e,20000.0,24500.0,30,4500.0,18.367346938775512
8a858eed5756fb0e0157576dda0129e5,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ef95cf5154a015cf659212d26ce,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f03582a54c301582f698a281700,30000.0,39000.0,60,9000.0,23.076923076923077
8a858f0a56ffda560157093acf144b87,30000.0,39000.0,60,9000.0,23.076923076923077
8a858f0f5d1df2ad015d219c38c87827,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f185d1daff6015d279fcb900eef,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f245a4cde1e015a4e6271fd6c46,20000.0,24500.0,30,4500.0,18.367346938775512
8a858f265c2187bd015c346b5bb74ea9,20000.0,24500.0,30,4500.0,18.367346938775512
8a858f295c8d307f015c9e4f9b771eed,10000.0,11500.0,15,1500.0,13.043478260869565
8a858f2f54e28d530154f3a9d35625d8,10000.0,11500.0,15,1500.0,13.043478260869565
8a858f375b493337015b4943d3aa1027,20000.0,22250.0,15,2250.0,10.112359550561797
8a858f405d13c45f015d1407060e316e,10000.0,11500.0,15,1500.0,13.043478260869565
8a858f4e5ba5e8d3015ba9d8b01b3062,20000.0,24500.0,30,4500.0,18.367346938775512
8a858f565b683b56015b7b6b606e1ec9,20000.0,24500.0,30,4500.0,18.367346938775512
8a858f5f55f82ae30155f91ba4250aea,30000.0,34500.0,30,4500.0,13.043478260869565
8a858f6a5b1fa846015b1ff2a147401d,15000.0,17250.0,30,2250.0,13.043478260869565
8a858f765c350480015c35105f3f04c1,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f7c5be8dc45015be8eaadb90c0e,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f8e5b8c34d3015b8f4fe5ca199d,10000.0,11500.0,15,1500.0,13.043478260869565
8a858f965c6950da015c6acefa5f661f,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f99560bbe4501561d163d570cba,50000.0,57500.0,90,7500.0,13.043478260869565
8a858f9f5679951a01568d9941453c97,30000.0,34500.0,30,4500.0,13.043478260869565
8a858fa25bd92c20015bda1a38cf5a24,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fa55acd8061015ad0b778b013ea,20000.0,24500.0,30,4500.0,18.367346938775512
8a858fae5921beeb01592ad3c5c12bc1,20000.0,24500.0,30,4500.0,18.367346938775512
8a858fb557330de1015750e05ade4eb8,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fbc594a495c01596db4320c084a,20000.0,24500.0,30,4500.0,18.367346938775512
8a858fc9580b91da0158126363fb3f16,15000.0,15750.0,15,750.0,4.761904761904762
8a858fd05bfd7d3c015c0cc8a1a86a92,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fd55b8752ba015b895180e74ffe,20000.0,24500.0,30,4500.0,18.367346938775512
8a858fe45cd62cbf015cd63942a40385,10000.0,11500.0,15,1500.0,13.043478260869565
8a858fe8555f401f01556e0a6ac317b7,30000.0,34500.0,30,4500.0,13.043478260869565
8a858ff35c5f4d1d015c6379bbcf0adc,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ffa55ca72a50155de6808cd2f3f,40000.0,48000.0,60,8000.0,16.666666666666664
8a858ffd5c8d343d015c978f755b7fbe,10000.0,11500.0,15,1500.0,13.043478260869565
8a858e065ccb8bc0015cce72dd475bfc,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e6d5b62e36f015b668ed4dc3aaa,10000.0,13000.0,30,3000.0,23.076923076923077
8a858eb95a8f9e4c015a91f3f9dc6d7a,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f045bc9690c015bcabf87506275,20000.0,24500.0,30,4500.0,18.367346938775512
8a858f3a58b5b0fe0158b6ca51f756ce,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f6b570f2de9015721e9fbb40ecf,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fb959976ce001599c31ae157981,30000.0,39000.0,60,9000.0,23.076923076923077
8a858ff259d1429e0159d2d0194c4b8e,10000.0,11500.0,15,1500.0,13.043478260869565
8a85883353e2e4e40153f068a4634e02,50000.0,57500.0,90,7500.0,13.043478260869565
8a8588b75438f49901544510041e0951,20000.0,24500.0,30,4500.0,18.367346938775512
8a8588f5542eb0d401542f48f0381490,40000.0,44000.0,30,4000.0,9.090909090909092
8a85890754145ace01542184054739e2,30000.0,33000.0,30,3000.0,9.090909090909092
8a85896653e2e18b0153ea4c2b00049f,10000.0,12250.0,30,2250.0,18.367346938775512
8a8589c1545181f301547d2cfb142ff4,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e045b495c30015b4f8417aa61c4,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e105bd92644015bdd374f0d1a3a,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e185b4923b4015b49f7165a4acd,30000.0,39000.0,60,9000.0,23.076923076923077
8a858e225a28c713015a33e7c0bf5ed8,30000.0,34500.0,30,4500.0,13.043478260869565
8a858e2c5cc64f70015cc942825e71ae,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e395cb1d4d9015cba9fbb6e6e2c,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e3e5922ba4301593831652558a5,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e4f58b9f0b40158c027a53e65a8,20000.0,21500.0,15,1500.0,6.976744186046512
8a858e585693982b0156b6329ee229d6,30000.0,39000.0,60,9000.0,23.076923076923077
8a858e615c832be8015c87cc64661017,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e675cc6685e015cc6eb279c3e84,10000.0,11500.0,15,1500.0,13.043478260869565
8a858e6c5c88d145015c894de1a91c5c,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e705668e167015685e1e07c19d4,40000.0,48000.0,60,8000.0,16.666666666666664
8a858e7855113fb70155136433e942c9,20000.0,24500.0,30,4500.0,18.367346938775512
8a858e7d5d328208015d3409dd464483,10000.0,11500.0,15,1500.0,13.043478260869565
8a858e905ce98e8d015cede36efc025d,10000.0,13000.0,30,3000.0,23.076923076923077
8a858eae5bb5beb8015bb947fd2f4f4d,10000.0,11500.0,15,1500.0,13.043478260869565
8a858eb55cf45581015cf47853d613db,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ec959f3d0320159f411f586198d,10000.0,11125.0,15,1125.0,10.112359550561797
8a858ed55c5f1965015c5f58ecbc2069,10000.0,13000.0,30,3000.0,23.076923076923077
8a858edb5a70bfe0015a7ef6715642d0,20000.0,24500.0,30,4500.0,18.367346938775512
8a858ee055ffbe17015607e67cec57e9,30000.0,34500.0,30,4500.0,13.043478260869565
8a858ee755a0c84a0155a3b5a9ab2308,10000.0,11500.0,15,1500.0,13.043478260869565
8a858eef55548905015554a9578505d4,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f00590ac4e70159320caa4a190c,40000.0,44000.0,30,4000.0,9.090909090909092
8a858f045bab240c015baf9e44646d76,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f0f5bfd79d2015c0c2370d436a1,30000.0,34500.0,30,4500.0,13.043478260869565
8a858f1b5b256bc9015b2a8b75dc0b45,15000.0,18375.0,30,3375.0,18.367346938775512
8a858fa154e2912f0155065fcda06f84,20000.0,24500.0,30,4500.0,18.367346938775512
8a858fa3552ae1120155398656a154c3,40000.0,44000.0,30,4000.0,9.090909090909092
8a858faa56dffac60156ffa41b542ce7,30000.0,34500.0,30,4500.0,13.043478260869565
8a858fb15b34a708015b37eeb86e0008,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fba5cd5feee015cdb7399184dc9,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fbf5b3a0b46015b3d5e8fae2a65,20000.0,24500.0,30,4500.0,18.367346938775512
8a858fcb5bab1fda015baebcd3791586,20000.0,24500.0,30,4500.0,18.367346938775512
8a858fd35b5dfefb015b5e080dc50892,20000.0,24500.0,30,4500.0,18.367346938775512
8a858fda5c3b0f1c015c403b1f5c301c,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fe5569398920156b644671b0f2a,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fed5cabd3a0015cac23520a3743,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ff85b339568015b33e96b393bff,20000.0,24500.0,30,4500.0,18.367346938775512
8a858ffb5d1832fd015d184b6ad80f09,10000.0,13000.0,30,3000.0,23.076923076923077
