customerid,loannumberprevious,loanamountprevious,totaldueprevious,termdaysprevious,datediffsecondsprevious
8a85881053bc33670153c7b62bef61ca,6.0,172727272.72727272,198272727.27272728,20.454545454545453,3622.2727272727275
8a85881053bc33670153c842d8990da3,3.0,120000000.0,139500000.0,18.0,3607.8
8a85881053bc33670153c9dc2e3a4393,5.0,216666666.66666666,264333333.33333334,40.0,3611.8888888888887
8a85881053bc33670153cba1f98e6d19,3.5,183333333.33333334,217666666.66666666,30.0,3618.5
8a85881053bc33670153cc5a32432a14,7.0,203846153.84615386,245365384.6153846,36.92307692307692,7934.615384615385
8a8588175489ef7701548cd088f2207b,1.5,100000000.0,130000000.0,30.0,3609.5
8a85881a5420ebf101543716beee1039,3.5,166666666.66666666,205666666.66666666,35.0,11017.5
8a85881a5420ebf101543805f5fb4a09,7.0,253846153.84615386,287500000.0,26.53846153846154,3614.230769230769
8a8588235375c27f01537601102f108c,1.5,100000000.0,115000000.0,15.0,3607.5
8a8588235375c27f015376d27f982c9e,2.0,100000000.0,120000000.0,20.0,3636.0
8a8588235375c27f01537f6d1ad53cff,5.0,266666666.66666666,306000000.0,30.0,3608.0
8a8588235375c27f01537f79100c40c3,3.0,100000000.0,121000000.0,21.0,3622.4
8a8588235375c27f01537fd31b1f53cd,3.0,160000000.0,196200000.0,33.0,3610.4
8a8588235375c27f01538446e3214790,7.0,100000000.0,122192307.6923077,28.846153846153847,3608.5384615384614
8a8588235384a58d01538abf515f2c2b,5.5,185000000.0,211587500.0,21.0,3615.3
8a8588235384a58d01538b5b8d49372c,1.5,100000000.0,130000000.0,30.0,3638.0
8a8588235384a58d01538faa46246121,4.5,225000000.0,272750000.0,39.375,3613.75
8a8588235384a58d01539f23b1071fd9,7.0,200000000.0,226951923.07692307,23.076923076923077,3613.230769230769
8a8588235384a58d0153a1e7fa6a5089,6.0,245454545.45454547,283090909.09090906,28.636363636363637,3617.3636363636365
8a8588235384a58d0153a80649f43890,4.5,162500000.0,186500000.0,20.625,3616.875
8a85882653bc51f50153c1b4a0127f64,1.5,100000000.0,130000000.0,30.0,3607.0
8a85882653bc51f50153c7a562dc099d,1.5,100000000.0,130000000.0,30.0,3608.0
8a85882653bc51f50153cb3de65e73d0,6.0,245454545.45454547,286818181.8181818,34.09090909090909,3608.7272727272725
8a85882653bc51f50153cc4e2899446b,3.5,116666666.66666667,144166666.66666666,25.0,3612.0
8a85882653d0bb500153d632dca50043,5.5,195000000.0,228275000.0,28.5,3929.5
8a85882653d0bb500153d96597b72471,2.0,100000000.0,130000000.0,30.0,3606.6666666666665
8a85882653e1a3e00153e1f8033b1233,3.5,208333333.33333334,252000000.0,35.0,3617.3333333333335
8a85882653e2eb990153e6349161513e,3.5,233333333.33333334,285000000.0,45.0,3612.3333333333335
8a85882653e2eb990153e7a9eda325a7,2.5,100000000.0,130000000.0,30.0,3611.0
8a85882653e2eb990153e7b4c52d2815,6.5,275000000.0,318333333.3333333,32.5,3610.25
8a85882653e2eb990153ec156fa2537f,5.0,200000000.0,229055555.55555555,21.666666666666668,3609.777777777778
8a85882653e2eb990153f0f8a8520c4b,4.0,211428571.42857143,253910714.2857143,36.42857142857143,3617.0
8a85882953bc04f80153bc05a36c0003,7.0,253846153.84615386,307615384.61538464,43.84615384615385,3609.769230769231
8a85882953bc04f80153bc198e5d0222,1.0,100000000.0,130000000.0,30.0,3668.0
8a85882953bc04f80153c205b75d7403,4.0,171428571.42857143,208000000.0,30.0,3611.5714285714284
8a85882c546ba83501547619cd377b69,6.0,240909090.9090909,290590909.09090906,40.90909090909091,3610.7272727272725
8a85883353d0c4e90153d24b9d0667bd,6.0,263636363.63636363,311431818.1818182,38.18181818181818,3615.7272727272725
8a85883353d0c4e90153d308b87e7f1a,6.5,275000000.0,322583333.3333333,35.0,3614.75
8a85883353d0c4e90153dfca251168bc,4.5,175000000.0,209750000.0,31.875,3608.0
8a85883353e2e4e40153e615982440e2,4.0,128571428.57142857,152285714.2857143,21.428571428571427,3610.285714285714
8a85883353e2e4e40153ea9a790f4934,5.0,200000000.0,239888888.8888889,33.333333333333336,3609.6666666666665
8a85883353e2e4e40153eca57a9855c6,6.5,166666666.66666666,188322916.66666666,20.0,3622.0833333333335
8a85883353e2e4e40153f068a4634e02,7.5,200000000.0,239991071.42857143,38.57142857142857,3614.9285714285716
8a85884e548fad6501549a053d8a74fd,8.0,244666666.66666666,279716666.6666667,27.0,3843.9333333333334
8a85884e548fad6501549a9435d71e85,2.0,100000000.0,122500000.0,30.0,3669.0
8a85884e548fad6501549b2ac62a44c6,2.5,175000000.0,199375000.0,18.75,10568.25
8a85884e548fad6501549e6d40590168,6.5,200000000.0,235104166.66666666,28.75,3610.0
8a85884e54a0565b0154a05a7dd10159,3.0,120000000.0,138800000.0,18.0,3613.0
8a85884e54a0565b0154b8e5e038630b,2.0,100000000.0,125000000.0,25.0,3608.6666666666665
8a85884e54a0565b0154ba3fa6c72e7e,1.5,75000000.0,86250000.0,15.0,3638.0
8a85884e54be33290154c3f438574c05,3.5,183333333.33333334,224500333.33333334,35.0,3622.5
8a85884e54be33290154c7d802b73042,7.5,235714285.7142857,272678571.4285714,28.928571428571427,3609.0714285714284
8a85886e54101890015410e563b4325b,1.5,100000000.0,122500000.0,22.5,3607.5
8a85886e54101890015410e5d5c83298,4.5,100000000.0,124375000.0,24.375,8853.375
8a85886e541018900154117960df41f4,6.5,245833333.33333334,277750000.0,25.0,3608.25
8a85886e5410189001541480d8f83683,6.0,236363636.36363637,271681818.1818182,28.636363636363637,3609.909090909091
8a85886e5410189001541a3d92df3588,6.0,209090909.0909091,237363636.36363637,21.818181818181817,3617.3636363636365
8a85886e54beabf90154bf4062f42d84,8.0,233333333.33333334,272766666.6666667,31.0,3614.0666666666666
8a85886e54beabf90154c3f2f2ba3e59,3.5,183333333.33333334,225666666.66666666,35.0,3617.1666666666665
8a85886e54beabf90154cabe9155402d,4.0,142857142.85714287,178285714.2857143,30.0,3611.4285714285716
8a85886f543912e30154391ea6a3015f,3.5,216666666.66666666,252833333.33333334,27.5,3619.1666666666665
8a85886f543912e301543dfa84bb3132,5.5,170000000.0,200575000.0,25.5,3610.9
8a85886f543912e301543e0badb035fa,2.5,100000000.0,121250000.0,22.5,3607.5
8a85886f543912e301544f65621c2e9f,3.5,100000000.0,130000000.0,30.0,3609.1666666666665
8a85886f54517ee00154528c65463d2b,2.0,100000000.0,130000000.0,30.0,3608.3333333333335
8a85886f54517ee00154541985fc7c19,1.5,100000000.0,122500000.0,22.5,3637.5
8a85886f54517ee0015458b911ab289c,5.5,242000000.0,289075000.0,39.0,3613.4
8a85886f54517ee0015462760ec345fc,5.5,240000000.0,278300000.0,28.5,3612.4
8a85886f54517ee001546a2717571d36,7.0,263846153.84615386,301365384.61538464,27.692307692307693,3610.076923076923
8a85886f54517ee0015470749d3c3ce7,11.0,304761904.7619048,338797619.04761904,25.0,3611.5714285714284
8a85886f54517ee001547fa349f870cd,1.5,100000000.0,130000000.0,30.0,3611.0
8a85887d53675f4f015379a44783264e,7.0,230769230.76923078,269192307.6923077,32.30769230769231,3612.846153846154
8a85887d5384ae1401538a1fd2a853d4,7.5,264285714.2857143,304267857.14285713,31.071428571428573,3610.3571428571427
8a8588875438ed7e01543d072b3d7baa,2.0,100000000.0,120000000.0,20.0,3631.3333333333335
8a858887545183ca015458c977db7bd2,1.5,90000000.0,117000000.0,30.0,3607.0
8a858887545183ca01546142802e4b4e,5.5,220000000.0,269500000.0,39.0,3614.5
8a85888c548fb3d50154947fe59c32cf,11.0,276190476.1904762,305047619.04761904,21.428571428571427,4119.333333333333
8a85888c548fb3d501549593ea277c88,1.0,100000000.0,130000000.0,30.0,3669.0
8a85888c548fb3d501549748043c4fc2,1.5,100000000.0,122500000.0,22.5,3610.0
8a85888c54a05b820154a41ad90c504c,1.5,100000000.0,115000000.0,15.0,3606.5
8a85888c54a05b820154a7b470875afa,6.5,258333333.33333334,307625000.0,40.0,3611.6666666666665
8a85888c54a05b820154aa79afb15290,4.0,142857142.85714287,171857142.85714287,23.571428571428573,3627.0
8a85888c54a05b820154ae660ed5066c,6.5,228333333.33333334,275354166.6666667,42.5,3613.0833333333335
8a85888c54be35040154c4d992b40fbe,6.5,241666666.66666666,280375000.0,31.25,3613.4166666666665
8a85888c54be35040154c6000efd4066,4.0,171428571.42857143,208535714.2857143,34.285714285714285,3628.8571428571427
8a85888c54be35040154c75baed346d0,6.0,281818181.8181818,327363636.3636364,36.81818181818182,6356.090909090909
8a85889853efa9ce0153f00d9efc24b3,3.0,140000000.0,168150000.0,27.0,3609.0
8a85889853f0fbaa0153f22d15cc4a8b,1.5,100000000.0,130000000.0,30.0,3605.5
8a85889853f0fbaa0153fb9927346076,3.0,150000000.0,189400000.0,33.0,3606.6
8a85889853f0fbaa01540444629832e2,5.0,156666666.66666666,192944444.44444445,36.666666666666664,9837.444444444445
8a85889853f0fbaa0154073e85277d85,5.0,194444444.44444445,231055555.55555555,30.0,3612.0
8a85889853f0fbaa01540f0d556f0ec3,3.0,100000000.0,118000000.0,18.0,3609.2
8a858899538ddb8e01539042374a1e26,8.0,181333333.33333334,203833333.33333334,20.0,3608.3333333333335
8a858899538ddb8e015390510b321f08,2.0,86666666.66666667,109666666.66666667,25.0,3607.0
8a858899538ddb8e01539138c80a2348,4.0,142857142.85714287,177285714.2857143,30.0,3618.1428571428573
8a858899538ddb8e01539483a5c32d6a,8.0,223333333.33333334,259666666.66666666,28.0,3610.733333333333
8a858899538ddb8e01539536add23417,5.5,185000000.0,215350000.0,30.0,3811.3
8a858899538ddb8e01539893f3b86ee7,8.0,253333333.33333334,291200000.0,29.0,3616.133333333333
8a858899538ddb8e01539a6c3e99691c,1.0,100000000.0,130000000.0,30.0,3668.0
8a858899538ddb8e01539adc8fa174ee,4.0,157142857.14285713,180500000.0,21.428571428571427,3609.285714285714
8a858899538ddb8e01539cefcf160450,6.0,113636363.63636364,130852272.72727273,17.727272727272727,3608.909090909091
8a858899538ddb8e01539eccc3c375fe,6.5,183333333.33333334,226500000.0,35.0,3755.8333333333335
8a858899538ddb8e0153a2b555421fc5,7.0,216153846.15384614,259096153.84615386,38.07692307692308,3609.6923076923076
8a858899538ddb8e0153a780c56e34bb,11.0,233333333.33333334,263333333.33333334,22.142857142857142,3610.9523809523807
8a85889953a91b8d0153ade2f64458e1,4.5,218750000.0,250937500.0,26.25,3609.625
8a85889b53acd0a20153b21f8fc43a12,1.5,100000000.0,130000000.0,30.0,3608.5
8a8588ae53f1cb7c0153fefa47f32810,3.0,100000000.0,130000000.0,30.0,3618.8
8a8588ae53f1cb7c0153ffc5afb330b0,1.5,100000000.0,130000000.0,30.0,3610.5
8a8588ae53f1cb7c015401a930c45ad7,7.5,164285714.2857143,196785714.2857143,27.857142857142858,3609.8571428571427
8a8588ae53f1cb7c015401ca6e5a5db8,4.5,125000000.0,147875000.0,28.125,3619.0
8a8588ae53f1cb7c015405113ce7447d,2.0,116666666.66666667,147916666.66666666,30.0,3628.6666666666665
8a8588ae53f1cb7c01540e8cf9f66b81,1.0,100000000.0,115000000.0,15.0,3669.0
8a8588ae53f1cb7c01540f4e83bc3b26,7.0,230769230.76923078,265596153.84615386,27.692307692307693,3609.6153846153848
8a8588ae53f1cb7c015414160f0175bc,4.0,200000000.0,230714285.7142857,23.571428571428573,3612.0
8a8588ae53f1cb7c015418f319b81ecb,2.0,100000000.0,130000000.0,30.0,3606.6666666666665
8a8588b2548362e60154854feb462ab1,1.0,100000000.0,115000000.0,15.0,3671.0
8a8588b2548362e601548bffd0e62b04,4.0,142857142.85714287,172000000.0,25.714285714285715,3609.5714285714284
8a8588b75438f499015444b1adf70876,5.0,177777777.7777778,217111111.1111111,35.0,3612.222222222222
8a8588b75438f49901544510041e0951,2.5,125000000.0,140937500.0,15.0,3615.25
8a8588b75438f49901544dd4d4991156,4.5,156250000.0,189562500.0,28.125,3608.5
8a8588b754517d800154555019c36231,3.5,100000000.0,130000000.0,30.0,3618.1666666666665
8a8588b754517d80015457518d6a1968,2.0,100000000.0,130000000.0,30.0,3638.3333333333335
8a8588bd5369b66d01536e7b60501609,1.5,100000000.0,130000000.0,30.0,3637.5
8a8588bf54c8eab60154c9226d7917e7,2.5,137500000.0,161750000.0,22.5,3639.5
8a8588bf54c8eab60154c924cdd218ef,5.0,144444444.44444445,171555555.55555555,26.666666666666668,3615.1111111111113
8a8588c2546bf759015471842d602473,2.0,83333333.33333333,105833333.33333333,30.0,3627.3333333333335
8a8588c2546bf75901547b05ad85198b,4.0,121428571.42857143,151696428.57142857,27.857142857142858,3610.5714285714284
8a8588c2546bf7590154830ec1d21661,1.0,100000000.0,130000000.0,30.0,3669.0
8a8588c7541e2f4b01541e3a48830105,2.0,100000000.0,130000000.0,30.0,3607.6666666666665
8a8588c7541e2f4b015432ff754e0971,1.5,100000000.0,130000000.0,30.0,3639.0
8a8588c9548a33b201548b3cdb0f0c53,1.0,100000000.0,130000000.0,30.0,3609.0
8a8588d653a43f600153a832f1516034,6.5,216666666.66666666,263500000.0,38.75,3613.0833333333335
8a8588d653a915270153aa2496f328dc,1.0,100000000.0,115000000.0,15.0,3613.0
8a8588d653a915270153aa96cfac2e31,2.0,83333333.33333333,95833333.33333333,15.0,3648.0
8a8588d653a915270153ab10232e304f,9.5,233333333.33333334,260277777.7777778,20.0,3608.3888888888887
8a8588dc536a141301536b1506f20efb,5.0,266666666.66666666,300555555.5555556,25.0,3609.1111111111113
8a8588dc536a141301536b50d8aa10b5,7.0,230769230.76923078,263500000.0,24.23076923076923,3609.846153846154
8a8588dc536a14130153753dc8d32698,8.5,275000000.0,314593750.0,29.0625,5630.5
8a8588dc536a1413015375acd19d4154,1.5,100000000.0,130000000.0,30.0,3610.0
8a8588dc536a1413015376c0e10065b2,4.0,171428571.42857143,202571428.57142857,25.714285714285715,16898.428571428572
8a8588dc536a14130153790b5b5d7cda,2.0,100000000.0,125000000.0,25.0,3607.6666666666665
8a8588dc536a141301537b3f489b0501,7.5,135714285.7142857,166857142.85714287,26.785714285714285,3611.785714285714
8a8588dc536a1413015381dd2a4f3c5f,4.5,187500000.0,213812500.0,20.625,3611.0
8a8588dc536a141301538365df9251b8,5.0,205555555.55555555,248541666.66666666,36.666666666666664,3616.4444444444443
8a8588dc5384a05f0153895b425a2a63,1.0,100000000.0,130000000.0,30.0,3611.0
8a8588dc5384a05f015393fe59506c77,7.0,273076923.0769231,314673076.9230769,30.0,3614.5384615384614
8a8588dc5384a05f0153982119c81a51,1.5,100000000.0,130000000.0,30.0,3638.5
8a8588dc5384a05f01539a4fbd8e1f5d,3.0,100000000.0,130000000.0,30.0,3609.2
8a8588dc5384a05f01539af1485135ae,6.0,263636363.63636363,311000000.0,38.18181818181818,3609.4545454545455
8a8588dc5384a05f01539d3773865219,4.166666666666667,183333333.33333334,227333333.33333334,35.0,10886.0
8a8588dc5384a05f01539f0b767647ce,3.0,100000000.0,118000000.0,18.0,3625.2
8a8588dc5384a05f0153a3e02aa271a9,8.0,184000000.0,214933333.33333334,27.0,3610.3333333333335
8a8588dd54a3ead30154a63ea45314a8,2.0,100000000.0,125000000.0,25.0,3610.3333333333335
8a8588dd54a3ead30154aa7d6b092010,3.5,100000000.0,118750000.0,20.0,3610.0
8a8588dd54a3ead30154ada314c44e09,3.5,183333333.33333334,213333333.33333334,22.5,3619.3333333333335
8a8588dd54a3ead30154bad3d2962cce,7.0,200000000.0,225788461.53846154,19.615384615384617,3610.076923076923
8a8588dd54be35520154bf9790ea4a55,1.0,100000000.0,115000000.0,15.0,3608.0
8a8588dd54be35520154c05cbe9759e5,8.0,296666666.6666667,331416666.6666667,26.0,3612.0666666666666
8a8588dd54be35520154c60d7af90d99,3.5,100000000.0,130000000.0,30.0,3610.5
8a8588dd54be35520154c92031650de4,1.5,100000000.0,130000000.0,30.0,3608.0
8a8588e65485c1da0154869013603444,6.0,254545454.54545453,291818181.8181818,27.272727272727273,3614.3636363636365
8a8588f35438fe1201543d4927a77644,2.0,133333333.33333333,150833333.33333334,15.0,3629.3333333333335
8a8588f35438fe12015444567666018e,3.5,100000000.0,117500000.0,17.5,3610.1666666666665
8a8588f35438fe1201544910ded312f7,3.0,120000000.0,136500000.0,15.0,3608.6
8a8588f35438fe1201544cc7b44c5650,1.0,100000000.0,130000000.0,30.0,3607.0
8a8588f35451808f015463833f3a00e3,7.0,176923076.92307693,203192307.69230768,23.076923076923077,3618.153846153846
8a8588f35451808f0154682042b8389b,3.0,130000000.0,157000000.0,24.0,3607.6
8a8588f35451808f015475d4e4432f4f,3.0,120000000.0,138800000.0,18.0,3621.8
8a8588f35451808f01547acafc312bc2,5.0,177777777.7777778,207111111.1111111,23.333333333333332,3615.6666666666665
8a8588f35451808f01547b8e92ec220d,1.0,100000000.0,115000000.0,15.0,3607.0
8a8588f5542eb0d401542f48f0381490,7.5,200000000.0,234500000.0,26.785714285714285,3610.0
8a8588f5542eb0d40154334e0a670186,6.0,209090909.0909091,245431818.1818182,30.0,3609.181818181818
8a8588f5542eb0d401543413be2b3f9b,6.5,179166666.66666666,210552083.33333334,28.75,4052.9166666666665
8a8588f5542eb0d4015436389126718b,6.5,133333333.33333333,167166666.66666666,30.0,7027.166666666667
8a8588f6548fb0c201549514019447e3,3.5,200000000.0,238833333.33333334,30.0,3608.8333333333335
8a8588f6548fb0c20154957369615d27,4.0,128571428.57142857,157571428.57142857,25.714285714285715,5126.142857142857
8a8588f7548fb0a301549bd960a96cd3,3.5,100000000.0,130000000.0,30.0,3610.0
8a8588f7548fb0a301549ced5ac07c9d,5.0,155555555.55555555,191444444.44444445,28.333333333333332,3610.3333333333335
8a8588f754a058cb0154b12e44351523,2.5,100000000.0,126250000.0,26.25,3622.75
8a8588f754a058cb0154b3b507dc1abe,3.5,183333333.33333334,221500000.0,30.0,3610.0
8a8588f754a058cb0154b405217f1d65,7.5,207142857.14285713,237910714.2857143,26.785714285714285,4358.428571428572
8a8588f754a058cb0154b86caf3a73a4,5.5,190000000.0,223650000.0,30.0,3610.4
8a8588f754a058cb0154b922d7fe1ffd,5.5,280000000.0,336800000.0,45.0,15229.1
8a8588f754a058cb0154ba36ffee5c96,6.5,141666666.66666666,159520833.33333334,16.25,3610.9166666666665
8a8588f754a058cb0154bb6c773d1bbb,5.0,166666666.66666666,199333333.33333334,25.0,3610.6666666666665
8a8588f853b1b2d40153b20c9e9a0666,3.5,166666666.66666666,205500000.0,30.0,3609.3333333333335
8a8588f853b1b2d40153b2bb48d41263,4.5,156250000.0,178031250.0,18.75,3609.25
8a8588f853b1b2d40153b54512b22405,1.0,100000000.0,130000000.0,30.0,3616.0
8a8588f853b1b2d40153b9792c2a3ace,9.5,302777777.7777778,331979166.6666667,22.5,3613.1666666666665
8a8588f853b1b2d40153bd9536925edb,4.5,181250000.0,223093750.0,37.5,3611.0
8a8588f853b1b2d40153be4cdb8c6810,2.0,100000000.0,125000000.0,25.0,3607.3333333333335
8a8588f8541e11db01542a1ef37c7f27,4.5,106250000.0,129218750.0,22.5,3609.625
8a8588fd53c244bc0153c2de00633728,2.0,100000000.0,125000000.0,25.0,3611.0
8a8588fd53c244bc0153c39d5d176514,5.5,240000000.0,284850000.0,36.0,3611.1
8a8588fd53c244bc0153c62ea7c404ee,6.5,216666666.66666666,261666666.66666666,35.0,3609.25
8a8588fd53c244bc0153c6628bb40fe5,3.0,180000000.0,210900000.0,27.0,3609.2
8a8588fd53c244bc0153c72ed1924a60,8.5,209375000.0,248312500.0,32.8125,5327.75
8a8588fd53c244bc0153c7464a0b550c,2.0,100000000.0,130000000.0,30.0,3612.3333333333335
8a8588fd53c244bc0153c74fad72587f,4.5,175000000.0,213500000.0,30.0,3609.875
8a8588fd53c244bc0153c77b6b9e691b,4.5,125000000.0,158750000.0,30.0,3609.625
8a8588fd53c244bc0153c7b2842d093b,8.5,218750000.0,256437500.0,31.875,3610.6875
8a8588fd53c244bc0153c7b3845e0983,7.0,184615384.6153846,221682692.30769232,34.61538461538461,3624.5384615384614
8a8588fd53c244bc0153c7d786e9171d,7.5,196428571.42857143,225875000.0,24.642857142857142,3610.285714285714
8a8588fd53c244bc0153c8251f132fd7,3.5,100000000.0,130000000.0,30.0,3614.1666666666665
8a8588fd53c244bc0153c8305ea7338f,2.0,100000000.0,120000000.0,20.0,3607.0
8a8588fd53c244bc0153c9c031e76307,3.5,133333333.33333333,163750000.0,27.5,3618.1666666666665
8a8588fd53c244bc0153cb1b1c2c6cec,6.0,210000000.0,244181818.1818182,30.0,3610.181818181818
8a8588fd53c244bc0153cda4fd4a486b,2.5,80000000.0,97812500.0,22.5,3606.75
8a8588fd53c244bc0153d0a82ef81fd7,1.0,100000000.0,130000000.0,30.0,3607.0
8a8588fd53e054170153e174e0b258ba,4.0,214285714.2857143,248571428.57142857,30.0,3620.5714285714284
8a8588fd53e2e6cf0153ec3302de1278,4.0,192857142.85714287,234071428.57142857,32.142857142857146,3617.4285714285716
8a8588fd53e2e6cf0153ec45be7c1613,6.583333333333333,187500000.0,217427083.33333334,26.25,3616.5
8a8588fd53e2e6cf0153f0a40aa33209,4.0,135714285.7142857,166321428.57142857,27.857142857142858,3618.4285714285716
8a8588fd53f1099e0153f9f8e4062cf3,1.0,100000000.0,130000000.0,30.0,3616.0
8a8588fd53f1099e0153ff88e0b16f21,6.0,200000000.0,236454545.45454547,30.0,3608.181818181818
8a8588fd53f1099e015400dd349f073e,5.0,127777777.77777778,153638888.8888889,23.333333333333332,12784.0
8a8588fd53f1099e0154046cf0b95f16,4.0,207142857.14285713,251142857.14285713,38.57142857142857,3608.714285714286
8a8588fd53f1099e01540ec7527b308c,7.5,242857142.85714287,284428571.4285714,32.142857142857146,3609.714285714286
8a8588fd53f1099e01540eeac7633d4c,4.5,107500000.0,123718750.0,18.75,3610.875
8a858900536a043401537e4c0ac5452a,6.0,205454545.45454547,232545454.54545453,21.818181818181817,3621.4545454545455
8a858900536a043401537e702ff74eac,10.0,276315789.4736842,311894736.84210527,28.42105263157895,3699.7894736842104
8a858900536a043401537f6cf1b222b7,4.0,250000000.0,298357142.85714287,40.714285714285715,8981.857142857143
8a858900536a043401537f79fca22800,6.0,227272727.27272728,266409090.9090909,31.363636363636363,3610.3636363636365
8a8589005384ab57015388a9a36e62e4,1.5,100000000.0,130000000.0,30.0,3638.5
8a85890253e2f1180153e56e89c93156,4.0,100000000.0,123571428.57142857,23.571428571428573,3608.5714285714284
8a85890253e2f1180153e60ece4201a1,3.0,190000000.0,223700000.0,27.0,5303.6
8a85890253e2f1180153e631a46d1051,2.5,100000000.0,128125000.0,30.0,3621.75
8a85890253e2f1180153eabcfe945ac3,3.0,100000000.0,130000000.0,30.0,3608.6
8a8589045384bd83015384deb3ee0e13,5.0,177777777.7777778,213777777.7777778,30.0,3610.1111111111113
8a8589045384bd8301538f539eb13617,6.5,183333333.33333334,218270833.33333334,28.75,3610.0
8a8589045384bd830153966de1b77ab3,5.5,250000000.0,292400000.0,33.0,3614.7
8a8589045384bd83015399ab579042b9,1.0,100000000.0,130000000.0,30.0,3609.0
8a8589045384bd8301539aa56b0d7404,3.0,120000000.0,149800000.0,27.0,3610.4
8a8589045384bd8301539b3e362a79e8,7.0,230769230.76923078,260846153.84615386,23.076923076923077,3607.4615384615386
8a8589045384bd8301539e05b3d35023,5.5,234000000.0,273525000.0,37.5,3616.3
